OrderID,CustomerID,ProductID,OrderDate,ShipDate,ShipMode,Sales,Order_Year,Order_Month,Order_Day,Order_Weekday,Shipping_Delay,Log_Sales,Scaled_Sales
CA-2015-121573,SG-20605,TEC-PH-10000984,2015-03-11,2015-07-11,Standard Class,783.96,2015,3,11,2,122,6.665632761070125,0.044767493091475
CA-2015-121573,SG-20605,OFF-BI-10000666,2015-03-11,2015-07-11,Standard Class,48.896,2015,3,11,2,122,3.909940839223821,0.0027623813716063
CA-2015-121573,SG-20605,OFF-BI-10003712,2015-03-11,2015-07-11,Standard Class,7.856,2015,3,11,2,122,2.181095195406336,0.0004171573027043
CA-2016-123155,NS-18640,TEC-AC-10002473,2016-09-03,2016-12-03,First Class,113.52,2016,9,3,5,91,4.740749480229915,0.0064553092524232
CA-2016-123155,NS-18640,TEC-PH-10001809,2016-09-03,2016-12-03,First Class,359.88,2016,9,3,5,91,5.888545493100141,0.0205335110461539
CA-2018-158883,CS-11860,OFF-PA-10004733,2018-02-06,2018-03-06,Same Day,25.344,2018,2,6,1,28,3.271240545074064,0.001416506194443
CA-2018-132346,PK-19075,OFF-AP-10000696,2018-07-11,2018-11-11,Standard Class,100.94,2018,7,11,2,123,4.624384404911896,0.0057364272157081
CA-2015-150301,MH-18025,FUR-CH-10002647,2015-08-07,2015-10-07,First Class,63.882,2015,8,7,4,61,4.172570235472609,0.0036187538837059
CA-2015-159310,SC-20725,FUR-CH-10002758,2015-07-11,2015-12-11,Standard Class,683.144,2015,7,11,5,153,6.5281684217807845,0.0390063793066205
CA-2015-159310,SC-20725,OFF-BI-10000201,2015-07-11,2015-12-11,Standard Class,1.476,2015,7,11,5,153,0.9066443548223496,5.2573249107940526e-05
CA-2015-159310,SC-20725,OFF-SU-10004115,2015-07-11,2015-12-11,Standard Class,40.712,2015,7,11,5,153,3.730788857191146,0.0022947080338896
CA-2017-111696,TB-21625,OFF-PA-10002751,2017-08-05,2017-10-05,First Class,17.94,2017,8,5,5,61,2.9412760877579323,0.0009934058287961
CA-2016-140025,PF-19120,OFF-AP-10002651,2016-07-04,2016-11-04,Standard Class,463.248,2016,7,4,0,123,6.1404188921998415,0.0264404584524469
CA-2016-140025,PF-19120,TEC-AC-10002402,2016-07-04,2016-11-04,Standard Class,383.952,2016,7,4,0,123,5.953118651190494,0.0219091015380304
CA-2017-134222,NZ-18565,OFF-BI-10001658,2017-10-07,2017-11-07,Same Day,44.856,2017,10,7,5,31,3.825506051645761,0.0025315162342193
CA-2015-152562,JO-15145,OFF-ST-10000464,2015-01-11,2015-08-11,Standard Class,69.52,2015,1,11,6,212,4.25589635752967,0.003940936469
CA-2015-152562,JO-15145,OFF-AR-10001919,2015-01-11,2015-08-11,Standard Class,5.64,2015,1,11,6,212,1.8931119634883424,0.0002905243461573
CA-2015-120278,MS-17365,OFF-AP-10001293,2015-07-11,2015-12-11,Standard Class,245.88,2015,7,11,5,153,5.5089023886148505,0.0140189997436482
CA-2015-120278,MS-17365,OFF-ST-10004258,2015-07-11,2015-12-11,Standard Class,36.63,2015,7,11,5,153,3.627801604605346,0.0020614428133911
CA-2015-120278,MS-17365,OFF-ST-10002214,2015-07-11,2015-12-11,Standard Class,22.58,2015,7,11,5,153,3.160398895109225,0.0012585578677753
CA-2015-120278,MS-17365,OFF-BI-10004970,2015-07-11,2015-12-11,Standard Class,12.39,2015,7,11,5,153,2.594508159703081,0.0006762519890688
CA-2018-167661,MP-18175,OFF-BI-10002571,2018-05-10,2018-10-10,Standard Class,39.92,2018,5,10,3,153,3.711618941083426,0.002249449323788
CA-2018-167661,MP-18175,OFF-PA-10002581,2018-05-10,2018-10-10,Standard Class,61.96,2018,5,10,3,153,4.142499604109148,0.0035089215089391
CA-2018-167661,MP-18175,OFF-BI-10001097,2018-05-10,2018-10-10,Standard Class,19.936,2018,5,10,3,153,3.0414701652278446,0.0011074669214259
CA-2018-106831,FH-14350,OFF-BI-10003429,2018-01-06,2018-03-06,First Class,3.798,2018,1,6,5,59,1.5681991644175028,0.0001852635582695
CA-2018-106831,FH-14350,OFF-PA-10000682,2018-01-06,2018-03-06,First Class,27.744,2018,1,6,5,59,3.358429049811217,0.0015536538008116
CA-2018-106831,FH-14350,TEC-PH-10001700,2018-01-06,2018-03-06,First Class,158.376,2018,1,6,5,59,5.07126619040281,0.0090185980154512
US-2017-139388,CC-12475,OFF-FA-10004968,2017-07-11,2017-09-11,First Class,14.96,2017,7,11,1,62,2.7700855920216627,0.0008231142175551
US-2015-128685,MZ-17515,OFF-BI-10004140,2015-04-04,2015-05-04,First Class,7.184,2015,4,4,5,30,2.102181028649325,0.0003787559729211
CA-2015-132864,KN-16390,TEC-AC-10001267,2015-02-12,2015-07-12,Standard Class,119.8,2015,2,12,3,150,4.794136285500715,0.0068141788224209
US-2015-155817,SL-20155,OFF-ST-10000532,2015-03-10,2015-09-10,Standard Class,61.568,2015,3,10,1,184,4.136253965299311,0.0034865207332322
US-2015-155817,SL-20155,OFF-AR-10002335,2015-03-10,2015-09-10,Standard Class,6.192,2015,3,10,1,184,1.9729692971693191,0.0003220682956221
CA-2018-143567,TB-21175,OFF-EN-10004846,2018-02-11,2018-05-11,Second Class,5.32,2018,2,11,6,89,1.843719208158766,0.0002722379986415
CA-2018-143567,TB-21175,FUR-CH-10000454,2018-02-11,2018-05-11,Second Class,975.92,2018,2,11,6,89,6.884404765373887,0.0557370158075188
CA-2018-143567,TB-21175,TEC-AC-10004145,2018-02-11,2018-05-11,Second Class,2249.91,2018,2,11,6,89,7.719089857877302,0.1285389654064592
CA-2018-143567,TB-21175,OFF-ST-10001580,2018-02-11,2018-05-11,Second Class,59.92,2018,2,11,6,89,4.109561528026961,0.0033923460435258
CA-2018-110884,SH-20395,OFF-BI-10003669,2018-07-03,2018-12-03,Standard Class,25.92,2018,7,3,1,153,3.2928695047765277,0.0014494216199715
CA-2018-110884,SH-20395,OFF-LA-10003510,2018-07-03,2018-12-03,Standard Class,91.59,2018,7,3,1,153,4.528181144459956,0.0052021229992307
US-2015-161613,MC-17605,FUR-CH-10003746,2015-01-12,2015-03-12,Second Class,674.058,2015,1,12,0,59,6.514798613107035,0.0384871613268436
CA-2018-163125,MB-17305,OFF-AR-10004344,2018-09-10,2018-11-10,Second Class,67.144,2018,9,10,0,61,4.221623113180858,0.0038051603386951
CA-2018-163125,MB-17305,FUR-CH-10001802,2018-09-10,2018-11-10,Second Class,254.058,2018,9,10,0,61,5.541490970275766,0.014486330212349
CA-2017-160304,BM-11575,FUR-BO-10004709,2017-02-01,2017-07-01,Standard Class,173.94,2017,2,1,2,150,5.164443057991709,0.0099080002427512
CA-2017-160304,BM-11575,TEC-PH-10000455,2017-02-01,2017-07-01,Standard Class,231.98,2017,2,1,2,150,5.450952612971631,0.0132246865234304
CA-2018-143245,AD-10180,OFF-PA-10001972,2018-01-12,2018-06-12,Standard Class,19.44,2018,1,12,4,151,3.017493765335504,0.0010791230827764
CA-2018-143245,AD-10180,FUR-CH-10000155,2018-01-12,2018-06-12,Standard Class,897.15,2018,1,12,4,151,6.8003370922148445,0.0512357170768313
US-2015-138828,KD-16345,OFF-AR-10000658,2015-02-09,2015-03-09,First Class,57.75,2015,2,9,0,28,4.073291153024268,0.0032683417494342
US-2015-138828,KD-16345,OFF-PA-10000349,2015-02-09,2015-03-09,First Class,14.94,2015,2,9,0,28,2.768831673362069,0.0008219713208354
CA-2017-151372,JH-15985,OFF-PA-10004381,2017-05-09,2017-06-09,First Class,96.08,2017,5,9,1,31,4.5755353808584,0.0054587033128118
CA-2017-151372,JH-15985,OFF-BI-10000050,2017-05-09,2017-06-09,First Class,11.68,2017,5,9,1,31,2.54002594900908,0.0006356791555181
CA-2017-151372,JH-15985,OFF-FA-10000304,2017-05-09,2017-06-09,First Class,4.36,2017,5,9,1,31,1.6789639750827108,0.0002173789560941
CA-2015-102085,JD-16015,OFF-LA-10002475,2015-04-10,2015-09-10,Standard Class,29.24,2015,4,10,4,153,3.4091655513113324,0.001639142475448
CA-2018-117926,AS-10225,OFF-AP-10002670,2018-08-12,2018-12-12,Second Class,69.48,2018,8,12,6,122,4.255328981627924,0.0039386506755605
CA-2015-156587,AB-10015,FUR-CH-10004477,2015-07-03,2015-08-03,First Class,48.712,2015,7,3,4,31,3.906246352650692,0.0027518667217847
CA-2015-156587,AB-10015,OFF-AR-10001427,2015-07-03,2015-08-03,First Class,17.94,2015,7,3,4,31,2.9412760877579323,0.0009934058287961
CA-2015-156587,AB-10015,OFF-ST-10002344,2015-07-03,2015-08-03,First Class,242.94,2015,7,3,4,31,5.496922293415092,0.0138509939258468
CA-2016-122406,BE-11455,TEC-PH-10001527,2016-02-08,2016-05-08,Second Class,128.85,2016,2,8,0,90,4.866379938108757,0.0073313395881023
CA-2016-122406,BE-11455,OFF-PA-10001307,2016-02-08,2016-05-08,Second Class,8.4,2016,2,8,0,90,2.2407096892759584,0.0004482440934811
CA-2016-122406,BE-11455,TEC-AC-10004571,2016-02-08,2016-05-08,Second Class,199.98,2016,2,8,0,90,5.303205400620812,0.0113960517718499
CA-2016-122406,BE-11455,FUR-CH-10001973,2016-02-08,2016-05-08,Second Class,110.98,2016,2,8,0,90,4.718320283920748,0.0063101613690165
US-2017-153815,KL-16555,FUR-CH-10000513,2017-06-11,2017-09-11,First Class,207.984,2017,6,11,6,92,5.342257694010402,0.011853439039089
US-2017-153815,KL-16555,OFF-PA-10002421,2017-06-11,2017-09-11,First Class,36.112,2017,6,11,6,92,3.613940367449443,0.0020318417883499
US-2017-153815,KL-16555,FUR-FU-10004090,2017-06-11,2017-09-11,First Class,35.568,2017,6,11,6,92,3.599173541029443,0.002000754997573
US-2017-153815,KL-16555,OFF-PA-10004071,2017-06-11,2017-09-11,First Class,88.768,2017,6,11,6,92,4.497228564362565,0.0050408602720757
CA-2017-164896,PS-19045,OFF-PA-10002246,2017-07-11,2017-12-11,Standard Class,12.9,2017,7,11,1,153,2.631888840136646,0.0007053958554221
CA-2016-165050,AH-10210,OFF-BI-10001031,2016-07-12,2016-09-12,First Class,21.36,2016,7,12,1,62,3.1072736482868986,0.0011888411678712
CA-2016-165050,AH-10210,OFF-BI-10003727,2016-07-12,2016-09-12,First Class,6.688,2016,7,12,1,62,2.0396606716679915,0.0003504121342716
CA-2016-165050,AH-10210,TEC-PH-10001336,2016-07-12,2016-09-12,First Class,773.94,2016,7,12,1,62,6.652785607001476,0.0441949018348864
CA-2017-109925,IM-15070,OFF-ST-10003442,2017-06-11,2017-10-11,Second Class,84.84,2017,6,11,6,122,4.452485098322443,0.0048163953563191
CA-2016-160696,CK-12760,OFF-FA-10003059,2016-06-09,2016-10-09,Standard Class,7.24,2016,6,9,3,122,2.10900034392138,0.0003819560837363
CA-2015-125171,AG-10390,OFF-LA-10001175,2015-03-09,2015-03-09,Same Day,14.4,2015,3,9,0,0,2.734367509419584,0.0007911131094025
CA-2015-132227,SZ-20035,OFF-BI-10000962,2015-04-11,2015-10-11,Standard Class,52.064,2015,4,11,5,183,3.971498732223255,0.0029434162120128
CA-2018-159688,AB-10060,TEC-AC-10000736,2018-07-05,2018-12-05,Standard Class,79.99,2018,7,5,3,153,4.3943256902608985,0.0045392429017827
CA-2017-155033,CC-12475,OFF-PA-10000143,2017-07-10,2017-12-10,Standard Class,10.56,2017,7,10,0,153,2.4475508632442318,0.0005716769392128
CA-2015-151792,CV-12295,TEC-AC-10001606,2015-02-09,2015-07-09,Second Class,239.976,2015,2,9,0,150,5.484697343469493,0.0136816166319816
CA-2015-169803,SC-20260,FUR-TA-10000688,2015-06-04,2015-12-04,Standard Class,653.55,2015,6,4,3,183,6.483947976626108,0.0373152350304244
CA-2015-169803,SC-20260,TEC-AC-10003441,2015-06-04,2015-12-04,Standard Class,33.9,2015,6,4,3,183,3.552486829208381,0.0019054374111469
CA-2016-136469,TS-21370,FUR-TA-10001520,2016-11-07,2016-12-07,First Class,199.836,2016,11,7,0,30,5.302488654616847,0.0113878229154678
CA-2016-136469,TS-21370,TEC-PH-10001817,2016-11-07,2016-12-07,First Class,716.0,2016,11,7,0,30,6.57507584059962,0.0408839300378058
CA-2016-136469,TS-21370,OFF-BI-10004492,2016-11-07,2016-12-07,First Class,221.06,2016,11,7,0,30,5.40294761562612,0.0126006649144536
CA-2016-134922,KB-16240,OFF-EN-10000483,2016-07-11,2016-11-11,Standard Class,24.4,2016,7,11,0,123,3.2347491740244907,0.0013625614692714
CA-2016-141243,AH-10465,TEC-AC-10003198,2016-03-01,2016-08-01,Second Class,398.4,2016,3,1,1,153,5.989963420981715,0.022734730128369
CA-2016-141243,AH-10465,OFF-AR-10001246,2016-03-01,2016-08-01,Second Class,7.056,2016,3,1,1,153,2.086417155416261,0.0003714414339147
CA-2016-141243,AH-10465,FUR-BO-10003272,2016-03-01,2016-08-01,Second Class,1352.3976,2016,3,1,1,153,7.210373450484893,0.0772507665122575
CA-2016-162166,NM-18520,OFF-PA-10002606,2016-08-09,2016-11-09,First Class,26.4,2016,8,9,1,92,3.310543013394025,0.0014768511412452
CA-2016-162166,NM-18520,OFF-ST-10002486,2016-08-09,2016-11-09,First Class,41.88,2016,8,9,1,92,3.7584055167625463,0.0023614532023223
CA-2017-120796,CS-11950,OFF-BI-10004330,2017-03-04,2017-07-04,Standard Class,99.846,2017,3,4,5,122,4.613594600747986,0.0056739107651384
CA-2017-109722,TP-21130,TEC-PH-10000560,2017-05-12,2017-07-12,Second Class,699.98,2017,5,12,4,61,6.552479355957112,0.0399684697652958
CA-2017-109722,TP-21130,OFF-ST-10000060,2017-05-12,2017-07-12,Second Class,584.82,2017,5,12,4,61,6.373012575155999,0.0333876704530454
CA-2016-136798,DL-12925,OFF-BI-10003684,2016-08-05,2016-12-05,Standard Class,43.98,2016,8,5,4,122,3.8062179465311696,0.0024814573578947
CA-2016-136798,DL-12925,TEC-PH-10000441,2016-08-05,2016-12-05,Standard Class,377.97,2016,8,5,4,122,5.937457046276627,0.0215672611291568
CA-2016-136798,DL-12925,FUR-FU-10000723,2016-08-05,2016-12-05,Standard Class,123.96,2016,8,5,4,122,4.827993686091376,0.0070519013401264
CA-2015-124478,MA-17560,TEC-CO-10001571,2015-08-08,2015-12-08,Standard Class,549.99,2015,8,8,5,122,6.311716660167896,0.0313973158156219
CA-2015-124478,MA-17560,OFF-AP-10002495,2015-08-08,2015-12-08,Standard Class,167.535,2015,8,8,5,122,5.127143443356146,0.0095419875682552
CA-2015-124478,MA-17560,OFF-EN-10002500,2015-08-08,2015-12-08,Standard Class,38.34,2015,8,8,5,122,3.672241812960913,0.0021591604829287
CA-2015-124478,MA-17560,FUR-FU-10002088,2015-08-08,2015-12-08,Standard Class,53.88,2015,8,8,5,122,4.00514898341763,0.003047191234165
CA-2015-124478,MA-17560,TEC-PH-10001128,2015-08-08,2015-12-08,Standard Class,299.98,2015,8,8,5,122,5.7070438173585725,0.0171105353705391
CA-2016-145485,JM-16195,OFF-ST-10000649,2016-05-11,2016-05-11,Same Day,62.8,2016,5,11,2,0,4.155753190350744,0.003556923171168
CA-2017-155138,JM-15580,TEC-AC-10004209,2017-08-09,2017-12-09,Standard Class,35.168,2017,8,9,2,122,3.588174749992304,0.0019778970631783
CA-2017-155138,JM-15580,OFF-PA-10000501,2017-08-09,2017-12-09,Standard Class,64.704,2017,8,9,2,122,4.185159806437891,0.0036657269388871
CA-2017-108350,SC-20230,OFF-PA-10003656,2017-06-06,2017-09-06,Second Class,105.52,2017,6,6,1,92,4.668332760945732,0.0059981505645281
CA-2016-109001,KN-16390,TEC-PH-10000562,2016-05-03,2016-09-03,Standard Class,466.158,2016,5,3,1,123,6.146667530212742,0.0266067499251688
CA-2016-109001,KN-16390,TEC-AC-10001101,2016-05-03,2016-09-03,Standard Class,10.312,2016,5,3,1,123,2.425864109154217,0.0005575050198881
CA-2016-109001,KN-16390,OFF-BI-10003529,2016-05-03,2016-09-03,Standard Class,2.556,2016,5,3,1,123,1.2686363176516582,0.0001142896719737
CA-2018-132738,HM-14860,OFF-PA-10001752,2018-04-08,2018-07-08,First Class,7.968,2018,4,8,6,91,2.193662685769859,0.0004235575243348
CA-2018-132738,HM-14860,OFF-EN-10001141,2018-04-08,2018-07-08,First Class,8.784,2018,4,8,6,91,2.2807483983848718,0.0004701877105001
US-2015-140452,BK-11260,OFF-AP-10004036,2015-06-12,2015-10-12,Standard Class,14.016,2015,6,12,4,122,2.7091162992842075,0.0007691694923835
US-2015-140452,BK-11260,FUR-TA-10004086,2015-06-12,2015-10-12,Standard Class,214.95,2015,6,12,4,122,5.37504689940671,0.0122515099665736
US-2015-140452,BK-11260,TEC-PH-10000307,2015-06-12,2015-10-12,Standard Class,35.04,2015,6,12,4,122,3.584629432740137,0.0019705825241719
US-2015-140452,BK-11260,FUR-FU-10002088,2015-06-12,2015-10-12,Standard Class,10.776,2015,6,12,4,122,2.4660635619865205,0.000584020223786
US-2015-140452,BK-11260,OFF-BI-10004965,2015-06-12,2015-10-12,Standard Class,4.6,2015,6,12,4,122,1.7227665977411035,0.0002310937167309
US-2015-140452,BK-11260,OFF-ST-10002485,2015-06-12,2015-10-12,Standard Class,35.168,2015,6,12,4,122,3.588174749992304,0.0019778970631783
CA-2016-141936,PN-18775,OFF-BI-10002194,2016-07-08,2016-12-08,Standard Class,19.152,2016,7,8,4,153,3.003303539050309,0.0010626653700122
CA-2015-149538,KB-16585,OFF-ST-10004180,2015-04-04,2015-08-04,Standard Class,232.55,2015,4,4,5,122,5.453396186948117,0.0132572590799429
CA-2015-149538,KB-16585,TEC-AC-10002926,2015-04-04,2015-08-04,Standard Class,99.98,2015,4,4,5,122,4.6149224774307696,0.0056815681731607
CA-2015-149538,KB-16585,OFF-PA-10003797,2015-04-04,2015-08-04,Standard Class,19.44,2015,4,4,5,122,3.017493765335504,0.0010791230827764
CA-2015-149538,KB-16585,OFF-PA-10002195,2015-04-04,2015-08-04,Standard Class,12.96,2015,4,4,5,122,2.6361960973342264,0.0007088245455814
CA-2016-154886,SW-20455,TEC-AC-10001956,2016-08-11,2016-12-11,Standard Class,119.9,2016,8,11,3,122,4.794963757620747,0.0068198933060196
CA-2017-111213,FP-14320,FUR-CH-10000454,2017-01-04,2017-05-04,Standard Class,1317.492,2017,1,4,2,120,7.184243938273986,0.0752560917252334
CA-2017-111213,FP-14320,OFF-SU-10000946,2017-01-04,2017-05-04,Standard Class,63.84,2017,1,4,2,120,4.171922696867475,0.0036163538005944
CA-2017-111213,FP-14320,OFF-BI-10004140,2017-01-04,2017-05-04,Standard Class,3.592,2017,1,4,2,120,1.5243156590172655,0.0001734917220562
CA-2018-161333,JL-15835,FUR-FU-10003039,2018-02-02,2018-07-02,Standard Class,86.26,2018,2,2,4,150,4.468892167695464,0.0048975410234205
CA-2018-161333,JL-15835,OFF-ST-10000464,2018-02-02,2018-07-02,Standard Class,139.04,2018,2,2,4,150,4.941928096086465,0.0079136454668087
CA-2018-161333,JL-15835,OFF-AP-10000252,2018-02-02,2018-07-02,Standard Class,46.8,2018,2,2,4,150,3.86702563949741,0.0026426057953778
CA-2018-125101,SH-19975,OFF-ST-10000675,2018-06-03,2018-10-03,Second Class,67.78,2018,6,3,6,122,4.23091300500412,0.0038415044543828
US-2016-124219,KW-16570,OFF-BI-10002215,2016-07-08,2016-08-08,First Class,28.4,2016,7,8,4,31,3.380994674344636,0.001591140813219
US-2016-124219,KW-16570,FUR-FU-10000305,2016-07-08,2016-08-08,First Class,212.94,2016,7,8,4,31,5.365695601877984,0.01213664884624
CA-2016-161627,SJ-20215,FUR-CH-10003968,2016-06-07,2016-11-07,Standard Class,170.352,2016,6,7,1,153,5.1437199202688415,0.0097029645712302
CA-2016-107741,FC-14335,OFF-AR-10002399,2016-08-03,2016-10-03,First Class,3.408,2016,8,3,2,61,1.4834210718506131,0.0001629770722346
CA-2017-148908,JH-15985,OFF-BI-10002082,2017-05-11,2017-08-11,First Class,53.248,2017,5,11,3,92,3.993566125381541,0.0030110756978213
US-2018-141943,DK-12985,OFF-EN-10003448,2018-05-05,2018-09-05,Standard Class,23.16,2018,5,5,5,123,3.184698373066614,0.0012917018726477
CA-2017-103982,AA-10315,OFF-SU-10000151,2017-03-03,2017-08-03,Standard Class,3930.072,2017,3,3,4,153,8.276667441204266,0.2245515473278674
CA-2017-103982,AA-10315,OFF-FA-10001332,2017-03-03,2017-08-03,Standard Class,2.304,2017,3,3,4,153,1.1951338556587316,9.9889173305087e-05
CA-2017-103982,AA-10315,TEC-PH-10000895,2017-03-03,2017-08-03,Standard Class,431.976,2017,3,3,4,153,6.070682299214611,0.0246534251414649
CA-2017-103982,AA-10315,TEC-AC-10002857,2017-03-03,2017-08-03,Standard Class,41.72,2017,3,3,4,153,3.754667194651939,0.0023523100285644
CA-2018-145653,CA-12775,FUR-CH-10004875,2018-01-09,2018-01-09,Same Day,498.26,2018,1,9,1,0,6.213127002140394,0.02844121345002
CA-2018-146367,HM-14860,OFF-BI-10002827,2018-04-08,2018-08-08,Standard Class,3.318,2018,4,8,6,122,1.4627923320926155,0.0001578340369957
CA-2017-156265,BF-11020,FUR-TA-10001691,2017-02-08,2017-04-08,Second Class,136.464,2017,2,8,2,59,4.923362064644444,0.0077664403693065
CA-2017-156265,BF-11020,TEC-PH-10001918,2017-02-08,2017-04-08,Second Class,333.576,2017,2,8,2,59,5.812864058544444,0.0190303732803547
CA-2017-156265,BF-11020,OFF-BI-10000285,2017-02-08,2017-04-08,Second Class,12.544,2017,2,8,2,59,2.6059436448308344,0.0006850522938108
US-2018-110989,EJ-14155,TEC-AC-10002345,2018-03-11,2018-05-11,Second Class,43.5,2018,3,11,6,61,3.7954891891721942,0.002454027836621
US-2015-131982,NP-18685,OFF-BI-10004224,2015-07-03,2015-11-03,Second Class,107.648,2015,7,3,4,123,4.688113298801767,0.0061197547755082
CA-2016-125185,AH-10195,FUR-CH-10002647,2016-05-03,2016-07-03,Second Class,99.372,2016,5,3,1,61,4.608883283899974,0.0056468241128807
CA-2016-125185,AH-10195,FUR-FU-10003247,2016-05-03,2016-07-03,Second Class,33.568,2016,5,3,1,61,3.542928398629632,0.0018864653255992
US-2018-114034,DL-13315,OFF-PA-10004735,2018-03-01,2018-08-01,Standard Class,38.88,2018,3,1,3,153,3.6858749450936377,0.0021900186943616
US-2018-115595,XP-21865,OFF-PA-10001745,2018-09-10,2018-11-10,First Class,35.2,2018,9,10,0,61,3.5890591188317256,0.0019797256979298
CA-2015-105165,SZ-20035,TEC-PH-10000675,2015-07-09,2015-10-09,First Class,196.776,2015,7,9,3,92,5.287135077145467,0.0112129597173479
CA-2015-105165,SZ-20035,OFF-BI-10000050,2015-07-09,2015-10-09,First Class,2.92,2015,7,9,3,92,1.366091653802371,0.000135090392273
CA-2015-105165,SZ-20035,FUR-TA-10004154,2015-07-09,2015-10-09,First Class,200.795,2015,7,9,3,92,5.307252330605616,0.0114426248131792
CA-2015-105165,SZ-20035,TEC-AC-10002718,2015-07-09,2015-10-09,First Class,46.688,2015,7,9,3,92,3.8646797939176256,0.0026362055737472
CA-2015-105165,SZ-20035,OFF-AR-10003179,2015-07-09,2015-10-09,First Class,21.864,2015,7,9,3,92,3.129563621187512,0.0012176421652086
CA-2018-144484,CB-12025,FUR-FU-10000260,2018-11-09,2018-11-09,Same Day,32.36,2018,11,9,4,0,3.507357577490546,0.0018174343637271
CA-2018-144484,CB-12025,OFF-AP-10004487,2018-11-09,2018-11-09,Same Day,406.6,2018,11,9,4,0,6.01028630134857,0.0232033177834615
CA-2016-162887,SV-20785,FUR-CH-10000595,2016-07-11,2016-09-11,Second Class,715.2,2016,7,11,0,62,6.5739594575643325,0.0408382141690163
US-2018-104094,AG-10675,TEC-AC-10002134,2018-07-09,2018-11-09,Standard Class,13.48,2018,7,9,0,123,2.6727683869575705,0.0007385398602945
CA-2018-152709,DB-13210,OFF-ST-10001837,2018-07-10,2018-12-10,Standard Class,85.52,2018,7,10,1,153,4.460375601084858,0.0048552538447902
CA-2016-105158,SP-20860,FUR-FU-10001706,2016-05-09,2016-10-09,Standard Class,6.16,2016,5,9,0,153,1.9685099809725544,0.0003202396608705
CA-2016-105158,SP-20860,OFF-PA-10001970,2016-05-09,2016-10-09,Standard Class,36.84,2016,5,9,0,153,3.633366744183677,0.0020734432289483
CA-2018-105991,LH-17020,OFF-EN-10002600,2018-05-05,2018-06-05,First Class,21.24,2018,5,5,5,31,3.1018924693823817,0.0011819837875528
CA-2018-105991,LH-17020,OFF-BI-10003274,2018-05-05,2018-06-05,First Class,9.552,2018,5,5,5,31,2.356315415415013,0.000514074944538
CA-2018-105991,LH-17020,FUR-BO-10004467,2018-05-05,2018-06-05,First Class,89.991,2018,5,5,5,31,4.510760600526913,0.0051107484064876
CA-2018-142174,DP-13000,OFF-PA-10000806,2018-04-03,2018-09-03,Standard Class,89.568,2018,4,3,1,153,4.506100949775808,0.0050865761408652
CA-2017-154060,DL-12865,FUR-CH-10002304,2017-02-05,2017-08-05,Standard Class,187.056,2017,2,5,6,181,5.236739790815217,0.0106575119115553
US-2018-162558,Dp-13240,FUR-FU-10002364,2018-02-10,2018-05-10,First Class,11.808,2018,2,10,5,89,2.5500699756944134,0.0006429936945245
US-2018-162558,Dp-13240,FUR-FU-10004864,2018-02-10,2018-05-10,First Class,9.656,2018,2,10,5,89,2.366123113798033,0.0005200180074807
US-2018-162558,Dp-13240,OFF-PA-10003172,2018-02-10,2018-05-10,First Class,20.736,2018,2,10,5,89,3.0789698721240466,0.0011531827902154
US-2018-162558,Dp-13240,OFF-BI-10000977,2018-02-10,2018-05-10,First Class,27.36,2018,2,10,5,89,3.344979701663927,0.0015317101837926
US-2018-162558,Dp-13240,FUR-TA-10000198,2018-02-10,2018-05-10,First Class,2314.116,2018,2,10,5,89,7.747215073256331,0.1322080067458336
US-2018-162558,Dp-13240,OFF-BI-10003984,2018-02-10,2018-05-10,First Class,34.236,2018,2,10,5,89,3.5620682872475493,0.0019246380760385
US-2018-162558,Dp-13240,FUR-FU-10003691,2018-02-10,2018-05-10,First Class,19.76,2018,2,10,5,89,3.033028058297688,0.0010974094302922
CA-2016-119508,TZ-21580,OFF-AR-10003723,2016-04-12,2016-09-12,Standard Class,16.9,2016,4,12,1,153,2.884800712846709,0.0009339751993697
CA-2016-119508,TZ-21580,FUR-FU-10004270,2016-04-12,2016-09-12,Standard Class,25.08,2016,4,12,1,153,3.261168737058452,0.0014014199577425
CA-2015-130813,LS-17230,OFF-PA-10002005,2015-06-01,2015-08-01,Second Class,19.44,2015,6,1,0,61,3.017493765335504,0.0010791230827764
CA-2016-120320,MV-18190,TEC-PH-10000149,2016-05-03,2016-09-03,Standard Class,31.92,2016,5,3,1,123,3.494080375808869,0.0017922906358928
CA-2017-123120,CV-12295,FUR-FU-10004748,2017-04-09,2017-08-09,Standard Class,63.94,2017,4,9,6,122,4.1734637666747,0.0036220682841931
CA-2017-123120,CV-12295,OFF-BI-10001460,2017-04-09,2017-08-09,Standard Class,60.6,2017,4,9,6,122,4.120661870539474,0.0034312045319969
CA-2017-123120,CV-12295,OFF-SU-10002503,2017-04-09,2017-08-09,Standard Class,22.72,2017,4,9,6,122,3.1663185741295248,0.0012665581448134
CA-2016-149811,CS-12250,OFF-BI-10003676,2016-04-01,2016-10-01,Standard Class,32.34,2016,4,1,4,183,3.506757877322648,0.0018162914670073
CA-2016-149811,CS-12250,OFF-PA-10004082,2016-04-01,2016-10-01,Standard Class,39.9,2016,4,1,4,183,3.711130063048756,0.0022483064270682
CA-2017-123932,YC-21895,OFF-PA-10004665,2017-06-09,2017-12-09,Standard Class,41.92,2017,6,9,4,183,3.759337917762498,0.0023637389957617
